ID,Aware_M,Aware_P,Aware_T,Aware_B,Aware_MV,Strong_M,Strong_P,Strong_T,Strong_B,Strong_MV,Known_M,Known_P,Known_T,Known_B,Known_MV,Attr_M,Attr_P,Attr_T,Attr_B,Attr_MV,Dr_1,Dr_2,Dr_3,Dr_4,Dr_5,Dr_6,Dr_7,Dr_8,Dr_9,Dr_10,Dr_11,Dr_12,Dr_13,Dr_14,Dr_15,HowLong,NPS,Prod_data,Prod_sms,Prod_call,Prod_extra,Prod_other,Cont_winkel,Cont_tel,Cont_mail,Cont_social,Cont_web,Gender,Age,Dr_12r,F_pricevalue,F_productquality,F_innovativeness,F_CRM,F_community,,,,,,,
R_eXLRUIhosyNwkRL,4,4,2,3,5,4,4,4,4,7,6,6,6,6,4,4,4,4,4,7,4,6,5,4,7,7,6,4,6,5,7,6,5,5,7,4,9,4,3,2,5,1,4,4,4,5,7,0,28,2,6.67,4.50,5.67,4.00,5.00,,,,,,,
R_6m4NeoFW8vbedvf,4,5,4,4,5,5,7,6,6,7,7,7,6,7,6,5,7,6,5,7,5,6,6,7,7,7,7,6,6,7,6,2,7,7,6,5,9,5,4,3,2,#NULL!,5,1,7,6,5,0,31,6,7.00,6.00,6.67,6.50,5.50,,,,,,,
R_0dFMafrnPZMr45n,5,5,5,5,5,6,6,4,5,6,7,7,7,7,5,6,5,6,6,6,5,5,6,6,6,6,7,3,5,4,5,2,7,7,7,4,8,5,3,1,2,#NULL!,3,3,2,5,6,0,31,6,6.33,5.50,7.00,4.50,5.00,,,,,,,
R_1UrPnLk16tyLiMR,3,3,3,3,3,6,6,5,5,5,6,6,6,6,6,5,6,5,5,6,4,4,5,4,5,5,5,4,5,4,5,3,5,5,5,5,7,5,3,4,2,1,4,4,4,4,4,0,27,5,5.00,5.00,5.00,4.00,4.00,,,,,,,
R_0CYIi9IFeLhj4XP,3,1,2,1,5,5,#NULL!,5,#NULL!,6,7,#NULL!,7,#NULL!,5,3,#NULL!,3,#NULL!,6,2,2,6,6,5,5,7,4,5,6,6,3,6,6,6,7,10,5,3,4,2,1,2,2,6,2,6,0,26,5,5.67,5.50,6.00,5.00,2.00,,,,,,,
R_6W59UgAj7XltGhn,4,4,4,2,4,4,4,5,2,5,5,5,5,3,3,3,3,4,5,5,3,3,5,5,5,4,5,5,4,5,3,4,5,6,5,3,3,3,2,5,4,1,3,3,6,1,7,1,25,4,4.67,3.50,5.33,5.00,3.00,,,,,,,
R_eQmD8BkgBVedMIB,2,5,2,2,5,6,7,7,6,7,7,7,7,7,7,5,7,5,5,7,7,7,7,7,7,7,7,7,7,7,7,1,7,7,4,3,10,5,4,1,#NULL!,#NULL!,7,7,7,7,7,1,19,7,7.00,7.00,6.00,7.00,7.00,,,,,,,
R_881OQmrA6jd2Ue1,5,5,4,3,5,7,7,6,6,7,7,7,7,7,7,6,6,5,4,7,5,5,7,5,6,6,7,5,5,6,6,2,6,5,7,4,8,2,3,4,1,5,4,4,7,6,6,1,25,6,6.33,6.00,6.00,5.00,5.00,,,,,,,
R_6RrTIZmk34Z3kwt,1,4,3,1,3,#NULL!,6,6,#NULL!,6,#NULL!,6,6,#NULL!,6,#NULL!,5,6,#NULL!,6,4,4,7,5,6,6,3,6,7,6,4,3,6,6,6,4,7,5,3,4,2,1,1,1,2,5,6,0,31,5,5.00,4.50,6.00,5.50,4.00,,,,,,,
R_e96U4Z5HbamFdo9,5,5,4,4,5,6,6,6,6,7,7,7,6,6,6,6,6,7,6,7,7,7,7,7,7,7,7,7,7,7,7,1,7,7,7,4,10,4,1,2,3,#NULL!,3,2,7,5,5,1,26,7,7.00,7.00,7.00,7.00,7.00,,,,,,,
R_0Jnpitm7oyaI1Yp,4,4,5,5,5,5,6,6,5,4,7,7,7,7,7,3,3,6,6,7,2,3,6,6,7,6,7,4,5,6,5,3,6,6,6,4,9,4,5,2,3,1,2,2,6,5,6,1,27,5,6.67,5.00,6.00,5.00,2.50,,,,,,,
R_9oX3owNGwPVfMzP,5,5,1,4,5,2,6,#NULL!,6,5,6,7,#NULL!,6,5,2,3,#NULL!,5,6,4,5,6,3,6,6,6,3,6,5,3,3,6,4,5,5,7,4,5,3,2,#NULL!,1,3,6,5,6,1,24,5,6.00,4.00,5.00,3.00,4.50,,,,,,,
R_6rIO2HGzWCrPPx3,5,5,3,4,5,4,3,3,6,7,7,7,5,7,7,2,2,2,7,7,4,5,7,5,5,7,7,4,4,6,5,2,6,5,6,2,10,2,5,4,3,1,5,5,5,5,5,1,22,6,6.33,5.50,5.67,4.50,4.50,,,,,,,
R_eJa8PhZlYNErmQJ,1,2,1,1,4,#NULL!,4,#NULL!,#NULL!,7,#NULL!,7,#NULL!,#NULL!,4,#NULL!,4,#NULL!,#NULL!,7,4,4,6,5,7,7,7,4,6,5,6,1,6,7,7,4,10,4,5,3,2,1,1,1,6,1,6,0,24,7,7.00,6.50,6.67,4.50,4.00,,,,,,,
R_723dZe1j5vwknLD,5,5,4,3,5,6,7,6,5,3,7,7,7,6,4,6,6,6,5,4,4,2,5,3,5,6,5,4,4,5,5,3,4,5,6,2,7,3,5,2,4,1,5,1,6,5,6,1,22,5,5.33,5.00,5.00,3.50,3.00,,,,,,,
R_bynVyW4d8bgvovr,2,4,1,3,5,5,7,#NULL!,6,7,7,7,#NULL!,7,5,5,7,#NULL!,6,7,4,4,7,6,7,7,7,4,6,4,5,2,7,6,6,4,10,5,3,4,2,1,4,7,4,7,4,0,20,6,7.00,5.50,6.33,5.00,4.00,,,,,,,
R_9um7Jkthq3tM9Br,4,4,4,4,4,6,6,5,5,6,7,7,7,5,2,5,6,3,5,6,2,2,7,1,6,6,6,2,3,5,6,4,6,6,5,3,7,1,4,3,5,2,2,4,6,1,6,1,22,4,6.00,5.00,5.67,1.50,2.00,,,,,,,
R_bOgQG4WH0SEic5f,3,5,1,1,5,4,5,#NULL!,#NULL!,6,7,7,#NULL!,#NULL!,7,3,5,#NULL!,#NULL!,7,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,8,4,3,2,5,1,4,4,7,4,4,0,30,4,4.00,4.00,4.00,4.00,4.00,,,,,,,
R_5hVGDYLdI0eLLTL,3,4,3,4,5,6,7,6,5,6,6,7,6,6,5,5,7,6,6,7,4,6,4,6,6,5,4,6,6,7,5,2,6,5,6,4,7,5,4,3,2,1,2,5,7,6,2,0,26,6,5.00,5.50,5.67,6.00,5.00,,,,,,,
R_ab0zakPx5IoX9l3,5,2,2,3,5,6,4,4,5,7,7,7,7,7,5,5,3,5,5,7,4,5,7,5,7,7,7,6,6,5,6,5,7,6,4,6,10,5,3,1,2,4,6,6,6,7,7,1,23,3,7.00,4.50,5.67,5.50,4.50,,,,,,,
R_6nj4qHd3Lydt2C1,5,5,5,5,5,5,7,6,5,2,5,7,6,5,2,2,2,6,6,6,4,5,7,3,6,7,6,3,5,3,5,2,4,6,6,5,10,5,4,3,2,1,1,1,6,7,6,0,28,6,6.33,5.50,5.33,3.00,4.50,,,,,,,
R_25kiLL0LtaLTeWF,4,5,1,2,5,5,7,#NULL!,4,4,7,7,#NULL!,7,5,5,7,#NULL!,4,6,5,4,5,5,7,6,6,6,6,5,5,3,5,6,7,4,9,4,3,2,1,5,5,6,5,6,6,0,24,5,6.33,5.00,6.00,5.50,4.50,,,,,,,
R_3JMd0MIfjuWFmoB,4,5,3,2,5,5,6,5,6,6,6,7,6,6,4,5,6,6,6,7,3,6,6,5,6,6,6,4,5,4,6,3,6,6,7,4,10,4,2,5,3,1,3,3,5,5,6,0,28,5,6.00,5.50,6.33,4.50,4.50,,,,,,,
R_4TkOrcWpsUlZVKR,4,5,4,4,5,4,6,6,6,7,7,7,7,6,6,3,5,4,5,6,4,5,6,5,6,6,6,5,6,6,5,4,5,5,5,3,10,4,5,3,2,1,6,5,7,3,6,1,27,4,6.00,4.50,5.00,5.00,4.50,,,,,,,
R_eEfknK3xt1Ck92B,4,4,4,4,5,4,5,5,6,6,7,7,7,7,5,1,5,6,6,7,6,6,7,6,6,6,7,5,5,7,5,3,7,7,7,4,10,5,4,2,3,1,4,5,6,3,6,0,28,5,6.33,5.00,7.00,5.50,6.00,,,,,,,
R_eXa3XIoEMbuki45,4,3,4,4,5,3,5,4,4,5,6,6,6,5,5,3,6,4,4,5,5,5,6,5,6,5,6,4,6,5,3,5,6,6,6,4,3,5,4,3,2,1,2,6,3,2,5,1,26,3,5.67,3.00,6.00,4.50,5.00,,,,,,,
R_5daWnKBT9eJEotL,3,5,2,4,5,4,4,4,4,7,7,7,7,6,3,2,2,2,4,7,4,4,4,5,5,5,7,4,4,5,7,1,6,6,5,4,10,2,1,5,4,3,1,1,7,6,5,1,24,7,5.67,7.00,5.67,4.50,4.00,,,,,,,
R_3lVf98EmbjNsBgx,5,5,5,5,5,6,6,5,4,6,7,7,7,7,4,5,5,5,4,6,4,4,4,4,5,5,5,4,5,4,3,5,5,5,5,4,7,4,5,3,2,1,5,3,7,6,6,1,24,3,5.00,3.00,5.00,4.00,4.00,,,,,,,
R_3laiD9RwfE43Wm1,4,4,4,5,5,6,7,7,6,7,7,7,7,7,3,3,7,7,6,7,5,5,7,6,6,7,6,7,6,5,7,3,7,7,7,6,10,5,2,4,3,1,6,6,7,7,7,0,29,5,6.33,6.00,7.00,6.50,5.00,,,,,,,
R_a9wwAajeLoJTBA1,4,4,1,1,5,5,6,#NULL!,#NULL!,6,7,7,#NULL!,#NULL!,5,4,4,#NULL!,#NULL!,4,4,5,5,5,7,7,7,4,6,6,6,2,6,7,6,3,9,4,5,2,3,#NULL!,5,6,6,1,6,1,22,6,7.00,6.00,6.33,4.50,4.50,,,,,,,
R_8qToV51R141wNNP,4,4,3,2,4,6,6,6,6,6,7,7,7,7,7,4,6,6,4,5,4,4,6,2,6,6,6,4,4,5,6,4,6,4,5,3,8,5,4,3,2,1,2,2,6,2,5,1,23,4,6.00,5.00,5.00,3.00,4.00,,,,,,,
R_cY2VLaVsJ6yU6d7,4,1,2,1,5,3,#NULL!,5,#NULL!,6,6,#NULL!,6,#NULL!,6,3,#NULL!,3,#NULL!,6,5,4,5,4,5,5,5,4,4,4,5,5,7,7,7,3,10,5,3,4,2,1,5,3,5,5,5,0,21,3,5.00,4.00,7.00,4.00,4.50,,,,,,,
R_51HHikNei3uBQix,1,5,1,1,4,#NULL!,6,#NULL!,#NULL!,7,#NULL!,7,#NULL!,#NULL!,5,#NULL!,6,#NULL!,#NULL!,6,5,6,6,6,6,6,6,5,5,6,4,3,5,6,4,3,7,5,3,4,2,1,6,4,4,4,6,0,24,5,6.00,4.50,5.00,5.50,5.50,,,,,,,
R_0qcW0JRubCpEpCZ,4,4,4,4,4,5,5,6,5,6,6,6,6,6,6,5,5,5,5,6,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,6,8,4,5,3,2,1,3,3,5,5,5,0,25,4,4.00,4.00,5.00,4.00,4.00,,,,,,,
R_0lfUIOde9pFsvZj,5,5,5,5,5,7,7,1,7,7,7,7,6,7,7,2,6,1,6,7,1,7,7,4,6,7,7,4,7,6,7,1,7,7,7,6,9,4,5,3,2,1,2,3,7,4,2,0,34,7,6.67,7.00,7.00,4.00,4.00,,,,,,,
R_3VmgvtZPnDvVolD,5,5,5,4,5,4,5,5,5,4,6,6,6,6,5,3,3,4,5,6,5,5,7,6,7,7,6,5,5,6,5,4,6,6,5,3,9,2,5,4,3,1,4,6,5,6,5,1,31,4,6.67,4.50,5.67,5.50,5.00,,,,,,,
R_bkXYkNlDP3LZqjX,4,4,3,4,5,6,6,6,6,6,6,6,6,6,5,5,5,3,5,7,5,6,7,5,6,7,7,6,6,6,5,3,6,6,6,3,8,4,5,2,3,1,5,6,6,6,6,1,23,5,6.67,5.00,6.00,5.50,5.50,,,,,,,
R_8ogpPxUMVms2Mlv,2,3,2,2,4,2,6,5,5,6,6,6,5,6,4,3,4,5,5,6,3,6,7,6,5,6,6,3,7,7,4,3,6,7,6,4,8,3,4,5,2,1,3,3,6,6,7,0,26,5,5.67,4.50,6.33,4.50,4.50,,,,,,,
R_3LeqXcFScAwjDYp,3,5,3,3,5,4,6,6,3,5,6,7,7,3,3,4,5,6,3,5,5,5,5,5,6,6,6,5,6,5,5,3,6,7,6,4,9,5,4,3,2,1,3,3,5,4,6,0,32,5,6.00,5.00,6.33,5.00,5.00,,,,,,,
R_9QDncJ6e60mGei1,3,5,5,2,5,5,6,7,4,7,7,7,7,4,6,3,3,5,4,7,2,4,7,2,6,6,5,2,5,5,6,1,4,6,5,3,10,2,4,3,5,1,7,1,6,7,5,1,24,7,5.67,6.50,5.00,2.00,3.00,,,,,,,
R_ctLLAKmvMs32F9P,5,5,2,5,5,5,5,5,5,7,7,7,7,7,3,4,1,4,4,7,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,10,3,4,2,5,1,2,2,7,3,6,0,30,4,4.00,4.00,4.00,4.00,4.00,,,,,,,
R_0BeRR7cynAwnmy9,2,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,3,3,5,7,4,4,4,4,6,6,6,4,6,4,7,5,5,5,5,4,9,2,3,4,5,1,2,6,7,3,6,1,33,3,6.00,5.00,5.00,4.00,4.00,,,,,,,
R_9TY2qOJdRsbv3Sd,1,5,1,1,5,#NULL!,4,#NULL!,#NULL!,2,#NULL!,6,#NULL!,#NULL!,2,#NULL!,4,#NULL!,#NULL!,4,3,6,7,3,2,4,4,2,4,2,1,4,5,3,7,3,9,1,4,5,2,3,1,3,5,3,6,1,20,4,3.33,2.50,5.00,2.50,4.50,,,,,,,
R_9XobCfsRuLQf09f,5,5,3,2,5,5,6,6,5,7,6,6,6,6,2,1,5,6,3,7,4,7,7,7,7,7,7,7,7,7,7,1,7,7,7,3,10,5,4,2,3,1,3,6,6,6,6,1,23,7,7.00,7.00,7.00,7.00,5.50,,,,,,,
R_eP5xeX7LhDs7ZfD,4,4,3,3,4,6,6,5,3,4,6,6,5,5,3,6,6,4,2,4,4,5,5,6,5,5,6,5,6,6,6,4,7,7,7,5,9,4,3,5,2,1,1,1,6,6,6,0,28,4,5.33,5.00,7.00,5.50,4.50,,,,,,,
R_eG49YQz2zpdjzA9,4,4,3,1,5,4,5,4,#NULL!,7,7,7,7,#NULL!,5,2,4,2,#NULL!,7,1,4,7,7,7,7,7,7,7,7,6,1,7,7,7,5,10,5,4,3,2,1,4,1,7,7,7,0,21,7,7.00,6.50,7.00,7.00,2.50,,,,,,,
R_3IaqQoFtD6CXVWJ,5,5,5,5,5,4,7,4,3,5,7,7,7,7,4,4,7,4,3,4,1,4,6,4,7,7,5,4,4,4,4,6,4,7,3,4,3,4,3,2,1,5,1,5,7,1,7,0,25,2,6.33,3.00,4.67,4.00,2.50,,,,,,,
R_9MH1SSthN8RXBCB,2,2,2,2,5,4,4,4,4,5,5,5,5,5,2,4,3,3,6,6,5,5,7,4,7,7,7,4,6,5,2,4,4,4,4,5,10,5,3,4,2,1,1,5,5,1,7,0,22,4,7.00,3.00,4.00,4.00,5.00,,,,,,,
R_7NIKowWVMirTkHP,5,5,1,5,5,2,6,#NULL!,6,6,7,7,#NULL!,7,5,1,1,#NULL!,4,7,4,5,7,7,7,7,7,7,7,7,7,1,7,7,7,5,10,5,4,2,1,3,4,1,6,6,7,0,31,7,7.00,7.00,7.00,7.00,4.50,,,,,,,
R_a68hsuWdF9wCwdf,2,4,1,1,5,6,6,#NULL!,#NULL!,6,7,7,#NULL!,#NULL!,7,3,3,#NULL!,#NULL!,7,2,1,7,6,7,6,7,6,6,5,6,1,5,4,6,4,10,4,5,2,3,1,1,1,6,6,6,1,21,7,6.67,6.50,5.00,6.00,1.50,,,,,,,
R_9vHBv6IYiA2f6qp,3,1,2,5,5,3,#NULL!,6,4,6,5,#NULL!,7,6,5,2,#NULL!,6,4,6,4,6,6,7,6,6,7,6,7,5,5,5,6,6,5,4,9,3,4,5,2,1,4,5,7,4,6,1,23,3,6.33,4.00,5.67,6.50,5.00,,,,,,,
R_9mey1VQ9qKrgsKx,5,5,5,5,5,2,6,5,7,7,7,7,7,6,7,2,3,5,7,7,4,3,6,4,6,6,6,4,6,6,6,2,5,5,6,4,9,4,1,5,2,3,2,3,5,1,6,0,33,6,6.00,6.00,5.33,4.00,3.50,,,,,,,
R_bQvBQnG6Ud27Vkx,4,3,3,3,5,6,6,5,5,6,6,6,5,6,3,6,6,6,5,7,6,6,6,7,5,5,6,7,6,6,5,3,6,6,6,5,9,4,1,3,2,5,4,6,6,7,6,1,25,5,5.33,5.00,6.00,7.00,6.00,,,,,,,
R_4HhszZtjXrvriVn,4,4,4,4,5,3,5,6,5,6,6,7,7,6,3,2,3,5,3,6,4,4,6,6,6,6,6,6,7,7,5,2,5,6,4,4,10,4,2,5,3,1,3,3,6,7,6,0,26,6,6.00,5.50,5.00,6.00,4.00,,,,,,,
R_3rdjirS1hD7Ckbb,5,3,4,4,5,5,5,3,5,7,7,7,7,7,5,4,4,4,4,6,5,4,5,6,7,7,7,6,7,7,6,1,7,5,4,4,10,4,5,2,3,1,1,1,7,5,7,1,24,7,7.00,6.50,5.33,6.00,4.50,,,,,,,
R_dimCWXzBqa1tgkB,4,3,4,4,5,6,6,6,6,6,7,7,7,7,3,5,3,7,6,7,6,6,6,5,7,7,6,4,6,6,6,2,6,6,6,5,8,4,5,3,2,1,6,4,5,6,7,0,20,6,6.67,6.00,6.00,4.50,6.00,,,,,,,
R_4JdzTAAe0z6fFVH,4,4,2,4,4,4,6,6,5,5,6,7,7,6,5,4,4,5,6,7,6,6,5,5,6,7,6,5,6,6,6,1,6,6,6,4,8,5,3,4,2,1,1,2,6,6,6,0,31,7,6.33,6.50,6.00,5.00,6.00,,,,,,,
R_0O0WuqJCIsixS2V,4,4,4,5,5,6,6,6,6,6,6,6,6,6,5,5,5,6,6,6,3,4,4,4,5,6,6,5,4,4,5,2,5,5,4,4,9,5,3,4,2,1,2,4,6,5,6,1,34,6,5.67,5.50,4.67,4.50,3.50,,,,,,,
R_cvvUEQWKWcDeDTT,2,2,3,1,5,3,3,6,#NULL!,7,6,6,6,#NULL!,3,3,3,6,#NULL!,7,6,4,6,4,7,7,7,6,6,7,6,1,6,7,7,4,10,3,5,2,4,1,5,3,7,7,7,0,21,7,7.00,6.50,6.67,5.00,5.00,,,,,,,
R_2mpjt8o6URkcg6N,5,5,5,5,5,6,6,5,5,6,7,7,6,6,5,6,5,5,4,7,3,2,6,5,7,7,7,4,6,6,5,3,5,6,6,5,7,4,5,3,2,1,2,4,7,4,6,0,24,5,7.00,5.00,5.67,4.50,2.50,,,,,,,
R_6DxXfFBrLri90CV,2,2,2,3,4,4,4,4,4,4,6,6,6,6,6,4,4,4,4,5,4,5,5,4,5,5,5,4,4,4,5,3,5,5,5,5,7,4,5,3,2,1,5,2,4,3,5,1,24,5,5.00,5.00,5.00,4.00,4.50,,,,,,,
R_71fmS1bYjZCmD77,2,2,1,3,5,4,6,#NULL!,6,7,7,7,#NULL!,7,6,4,4,#NULL!,4,7,4,7,7,6,6,7,7,6,7,7,6,1,7,7,7,6,10,4,5,3,2,1,3,2,6,7,5,0,22,7,6.67,6.50,7.00,6.00,5.50,,,,,,,
R_6sf7Dkj7TNtpALb,4,5,4,4,5,2,6,3,4,5,6,7,5,3,2,3,6,5,4,5,4,3,6,4,3,4,5,3,5,5,3,5,5,4,5,3,8,4,#NULL!,5,#NULL!,#NULL!,7,3,6,4,6,0,18,3,4.00,3.00,4.67,3.50,3.50,,,,,,,
R_0i8HvR9Q17zNHTv,4,4,1,1,4,4,4,#NULL!,#NULL!,5,6,6,#NULL!,#NULL!,4,4,4,#NULL!,#NULL!,6,4,4,4,5,6,7,7,4,6,4,5,3,7,4,6,4,8,4,3,5,2,1,5,4,5,5,6,0,22,5,6.67,5.00,5.67,4.50,4.00,,,,,,,
R_6GviuriwjC3Ebcx,2,2,3,4,5,2,4,5,6,6,7,7,7,7,4,2,4,6,4,6,6,7,5,6,6,6,7,6,6,6,6,2,6,4,5,4,10,3,4,1,2,5,3,5,3,7,6,0,23,6,6.33,6.00,5.00,6.00,6.50,,,,,,,
R_0OJM4IPKD6xcRj7,1,5,1,1,5,#NULL!,6,#NULL!,#NULL!,6,#NULL!,7,#NULL!,#NULL!,5,#NULL!,5,#NULL!,#NULL!,7,6,6,7,7,7,7,7,7,7,7,7,6,7,7,7,4,10,5,4,2,3,1,1,4,7,7,7,1,25,2,7.00,4.50,7.00,7.00,6.00,,,,,,,
R_1BqjOdgKwE2Qa21,4,3,4,1,4,6,6,6,#NULL!,6,6,6,6,#NULL!,3,6,3,6,#NULL!,7,6,4,6,6,7,6,6,6,5,6,6,2,6,6,7,2,8,4,5,2,3,1,7,5,7,7,6,1,20,6,6.33,6.00,6.33,6.00,5.00,,,,,,,
R_8CavOq0ZXmMUzIN,5,5,5,5,5,6,7,5,5,6,7,7,7,7,5,6,5,4,5,6,6,4,7,6,7,7,7,7,6,6,6,3,6,7,6,4,10,5,4,2,3,#NULL!,4,2,7,3,7,0,26,5,7.00,5.50,6.33,6.50,5.00,,,,,,,
R_7WmLlqeTYaraLEp,5,1,1,4,5,7,#NULL!,#NULL!,7,7,7,#NULL!,#NULL!,7,7,7,#NULL!,#NULL!,7,7,4,4,6,6,7,7,7,6,6,6,7,1,6,6,6,2,8,3,5,2,4,1,4,4,7,4,7,1,28,7,7.00,7.00,6.00,6.00,4.00,,,,,,,
R_0uLhND6AHWXifhH,5,4,3,4,5,6,7,3,5,7,7,7,5,7,7,6,6,3,5,7,6,6,6,6,7,6,6,5,6,6,1,5,7,6,6,4,8,3,5,2,4,#NULL!,4,5,7,5,7,1,23,3,6.33,2.00,6.33,5.50,6.00,,,,,,,
R_9v5slVgPgF7ztgp,4,3,4,5,4,6,4,4,6,5,6,6,5,6,5,4,3,4,4,5,3,4,6,4,5,6,6,6,6,4,5,3,4,4,5,3,8,3,2,4,5,1,2,3,5,2,6,0,33,5,5.67,5.00,4.33,5.00,3.50,,,,,,,
R_0exKG408wnIE461,3,3,3,4,5,5,7,6,7,6,6,7,7,7,5,4,4,4,6,7,4,2,6,3,6,7,5,3,7,3,6,2,7,5,5,5,8,5,#NULL!,4,1,#NULL!,1,1,1,3,5,0,30,6,6.00,6.00,5.67,3.00,3.00,,,,,,,
R_4N0f3XxA9uvLfAV,5,5,5,5,5,3,3,6,5,7,6,6,6,6,2,5,5,5,5,7,2,3,6,5,6,6,6,6,5,6,6,2,5,4,4,4,9,2,3,1,4,#NULL!,2,2,6,2,6,0,29,6,6.00,6.00,4.33,5.50,2.50,,,,,,,
R_bOA7KarKTAXpqU5,4,4,3,4,4,5,5,4,5,5,7,7,7,7,7,4,4,3,4,6,3,4,4,4,6,6,7,4,6,6,6,2,6,6,5,3,10,3,5,4,2,1,6,3,6,6,6,1,33,6,6.33,6.00,5.67,4.00,3.50,,,,,,,
R_6sCIVCyWfhSfaHb,2,3,1,2,3,4,6,#NULL!,3,6,6,7,#NULL!,5,3,3,5,#NULL!,3,5,4,5,5,4,6,6,6,4,5,5,5,3,6,5,6,5,7,4,5,2,3,1,5,5,6,4,6,0,23,5,6.00,5.00,5.67,4.00,4.50,,,,,,,
R_6EZxjweBaezvZ2Z,3,3,2,3,4,5,5,3,5,5,5,5,3,5,3,3,3,3,3,7,6,6,6,6,6,6,6,6,6,6,6,1,7,7,7,6,10,5,4,3,2,1,1,6,6,6,6,0,33,7,6.00,6.50,7.00,6.00,6.00,,,,,,,
R_3KIAIQfJ5P4aryJ,4,4,4,4,5,6,6,6,6,7,6,6,6,6,7,6,6,6,6,7,6,7,6,7,7,7,7,7,7,6,7,2,7,7,6,3,10,1,3,4,2,5,4,6,7,7,7,0,19,6,7.00,6.50,6.67,7.00,6.50,,,,,,,
R_8prLqmw1XkohWzb,5,5,4,5,5,7,7,5,5,6,7,7,7,5,3,5,3,3,2,7,3,2,7,6,7,7,7,4,6,4,5,3,6,6,6,2,8,4,5,2,3,1,5,6,7,3,6,0,23,5,7.00,5.00,6.00,5.00,2.50,,,,,,,
R_b4zm7MnUSV3V7tX,3,5,3,3,4,5,6,2,4,5,6,6,6,6,3,4,6,4,4,5,4,4,6,4,5,6,6,5,5,4,6,5,5,6,6,3,6,2,4,5,3,1,4,4,6,3,6,1,26,3,5.67,4.50,5.67,4.50,4.00,,,,,,,
R_87ZXEflL1yKeakR,5,5,4,5,5,5,5,5,5,7,7,7,4,6,5,3,3,3,6,7,4,4,6,3,7,7,7,4,6,5,6,3,6,7,7,4,10,3,2,4,1,5,4,4,7,3,6,0,23,5,7.00,5.50,6.67,3.50,4.00,,,,,,,
R_diZZHoeaGOWS0oB,5,5,4,3,5,5,7,4,5,5,7,7,7,7,5,3,5,4,6,6,4,3,5,6,6,6,6,4,5,5,6,3,6,5,6,4,10,2,5,4,3,1,6,3,7,7,7,0,29,5,6.00,5.50,5.67,5.00,3.50,,,,,,,
R_0SLQiXN6rXioWz3,5,4,2,4,5,3,5,4,4,3,6,6,6,6,3,3,3,3,3,6,7,6,7,7,6,7,7,6,7,7,6,2,7,7,7,4,10,4,5,3,1,2,5,3,6,7,7,0,20,6,6.67,6.00,7.00,6.50,6.50,,,,,,,
R_0PMGVw1fAWWJDBr,2,2,1,1,3,5,5,#NULL!,#NULL!,7,6,6,#NULL!,#NULL!,5,6,6,#NULL!,#NULL!,6,5,6,6,6,6,6,6,6,6,6,6,2,6,6,6,3,8,2,4,3,1,5,5,3,5,5,6,0,28,6,6.00,6.00,6.00,6.00,5.50,,,,,,,
R_3JWsemeYlsVySFv,2,2,2,1,4,3,4,5,#NULL!,6,5,6,6,#NULL!,4,2,2,5,#NULL!,6,4,4,6,5,6,7,7,7,6,6,6,2,6,6,6,4,9,4,5,2,1,3,5,2,6,6,5,0,21,6,6.67,6.00,6.00,6.00,4.00,,,,,,,
R_eD2zXhdkpRcGLOZ,5,5,4,4,5,4,7,4,3,6,7,7,7,6,5,4,4,4,4,5,4,2,5,4,6,6,6,4,5,6,5,4,4,5,6,3,10,4,5,3,2,1,3,2,6,3,6,1,29,4,6.00,4.50,5.00,4.00,3.00,,,,,,,
R_8qRIeE79t0SQOk5,4,1,1,1,5,7,#NULL!,#NULL!,#NULL!,6,7,#NULL!,#NULL!,#NULL!,3,5,#NULL!,#NULL!,#NULL!,7,5,7,7,6,5,5,6,6,6,5,4,3,6,5,5,4,10,5,4,2,3,1,4,1,6,6,6,1,23,5,5.33,4.50,5.33,6.00,6.00,,,,,,,
R_3JIMshnWLOAzNfn,2,2,2,4,5,1,1,1,1,7,3,3,3,3,5,3,3,3,3,7,4,4,5,5,5,5,5,5,5,5,4,4,5,5,5,4,6,3,5,2,4,1,4,5,5,5,5,1,18,4,5.00,4.00,5.00,5.00,4.00,,,,,,,
R_0k7MPnp5QjnaWFf,4,4,4,4,5,4,4,6,5,6,6,6,6,6,3,3,3,6,5,7,5,6,6,6,6,7,6,5,6,6,6,1,6,5,6,4,9,4,2,3,1,5,3,2,5,6,5,0,26,7,6.33,6.50,5.67,5.50,5.50,,,,,,,
R_0NXPvQzyU7rX2lf,1,4,1,1,5,#NULL!,7,#NULL!,#NULL!,6,#NULL!,7,#NULL!,#NULL!,5,#NULL!,6,#NULL!,#NULL!,6,4,5,6,7,7,6,3,7,7,5,3,6,7,6,7,5,7,5,3,2,4,1,1,3,7,7,7,0,27,2,5.33,2.50,6.67,7.00,4.50,,,,,,,
R_bNlxtdURVpTjoyh,3,5,1,3,5,6,7,#NULL!,5,7,6,7,#NULL!,6,5,6,7,#NULL!,6,7,4,4,7,4,7,7,7,4,7,6,7,2,6,6,7,4,9,4,5,3,2,1,4,4,7,4,7,0,24,6,7.00,6.50,6.33,4.00,4.00,,,,,,,
